"UseClass","Category","Indicator","Units","valueType","n","Censored","Organization","Minimum","Median","Maximum","Severity","DateOfMax","Percentile_15th","Percentile_85th","Kendal_Slope","Kendal_pValue","standard","StandardsExceeded","Impaired","Assessment"
"Aquatic_Life","Physical","Dissolved_Oxygen","mg/l","Dissolved",0,"","","","","","","","","","","","6","","","Data Gap"
"Aquatic_Life","Physical","pH","Std. Units","",165,"0","21COL001,21COL001_WQX,CORIVWCH_WQX","7.6","8.39","9.27","","2001-02-27","8.26","8.56","","","6.5, 9.0","FALSE","FALSE","Good"
"Aquatic_Life","Physical","Specific_Conductance","umho/cm","",13,"0","21COL001","33","363","762","","2007-01-24","269.6","598.8","","","",NA,NA,NA
"Aquatic_Life","Physical","Suspended Solids","mg/l","Total",0,"","","","","","","","","","","","","","",""
"Aquatic_Life","Physical","Temperature","","",0,"","","","","","","","","","","","","","","Data Gap"
"Aquatic_Life","Nutrients","Chlorophyll_a","mg/m^2","",0,"","","","","","","","","","","","150","","","Data Gap"
"Aquatic_Life","Nutrients","Total_Nitrogen","ug/l","Total",1,"0","","238","238","238","","2014-10-02","238","238","","","1250","FALSE","FALSE","Good"
"Aquatic_Life","Nutrients","Total_Phosphorus","ug/l","Total",13,"9","","0","0","98.7","","2017-06-09","0","31.02","","","110","FALSE","FALSE","Good"
"Aquatic_Life","Inorganics","Ammonia","mg/l as N","Total",23,"23","21COL001,21COL001_WQX","","","","","","","","","","((0.0577/(1+10^7.688-pH))+(2.487/(1+10^(pH-7.688)))*min(2.85, 1.45*10^(0.028*(25-temp))))","","","Poor Resolution"
"Aquatic_Life","Inorganics","Chlorine","mg/l","Total Residual",0,"","","","","","","","","","","","0.011","","","Data Gap"
"Aquatic_Life","Inorganics","Cyanide","mg/l","Free Available",0,"","","","","","","","","","","","0.005","","","Data Gap"
"Aquatic_Life","Inorganics","Nitrite_N","mg/l as N","Dissolved",0,"","","","","","","","","","","","0.05","","","Data Gap"
"Aquatic_Life","Inorganics","Sulfide_H2S","mg/l","",0,"","","","","","","","","","","","0.002","","","Data Gap"
"Aquatic_Life","Metals","Aluminum","ug/l","Total",95,"15","CORIVWCH_WQX","0","64","5542","","2017-06-09","0.299999999999999","421.2","","","ifelse(pH >= 7.0, exp(1.3695*(log(hardness))-0.1158), min(87, exp(1.3695*(log(hardness))-0.1158)))","TRUE","FALSE","Good"
"Aquatic_Life","Metals","Arsenic","ug/l","Total",96,"92","CORIVWCH_WQX","0","0","66","","2007-09-25","0","0","","","0.02","TRUE","FALSE","Good"
"Aquatic_Life","Metals","Cadmium","ug/l","Dissolved",98,"95","21COL001,21COL001_WQX,CORIVWCH_WQX","0","0","0.7","","1996-02-14","0","0","","","1.101672-(log(hardness)*(0.041838))*exp(0.7998*(log(hardness))-4.4451)","FALSE","FALSE","Good"
"Aquatic_Life","Metals","Chromium_III","ug/l","Dissolved",0,"","","","","","","","","","","","exp(0.819*(log(hardness))-0.5340)","","","Data Gap"
"Aquatic_Life","Metals","Chromium_VI","ug/l","Dissolved",0,"","","","","","","","","","","","11","","","Data Gap"
