"UseClass","Category","Indicator","Units","valueType","n","Censored","Organization","Minimum","Median","Maximum","Severity","DateOfMax","Percentile_15th","Percentile_85th","Kendal_Slope","Kendal_pValue","standard","StandardsExceeded","Impaired","Assessment"
"Aquatic_Life","Physical","Dissolved_Oxygen","mg/l","Dissolved",0,"","","","","","","","","","","","6","","","Data Gap"
"Aquatic_Life","Physical","pH","Std. Units","",30,"0","21COL001,CORIVWCH_WQX","7.94","8.475","8.94","","2008-08-05","8.228","8.659","","","6.5, 9.0","FALSE","FALSE","Good"
"Aquatic_Life","Physical","Specific_Conductance","umho/cm","",8,"0","21COL001","619","812.5","914","","2006-08-24","738.9","855.7","","","",NA,NA,NA
"Aquatic_Life","Physical","Suspended Solids","mg/l","Total",0,"","","","","","","","","","","","","","",""
"Aquatic_Life","Physical","Temperature","","",0,"","","","","","","","","","","","","","","Data Gap"
"Aquatic_Life","Nutrients","Chlorophyll_a","mg/m^2","",0,"","","","","","","","","","","","150","","","Data Gap"
"Aquatic_Life","Nutrients","Total_Nitrogen","ug/l","Total",0,"","","","","","","","","","","","1250","","","Data Gap"
"Aquatic_Life","Nutrients","Total_Phosphorus","ug/l","Total",3,"3","","","","","","","","","","","110","","","Poor Resolution"
"Aquatic_Life","Inorganics","Ammonia","mg/l as N","Total",34,"34","21COL001","","","","","","","","","","((0.0577/(1+10^7.688-pH))+(2.487/(1+10^(pH-7.688)))*min(2.85, 1.45*10^(0.028*(25-temp))))","","","Poor Resolution"
"Aquatic_Life","Inorganics","Chlorine","mg/l","Total Residual",0,"","","","","","","","","","","","0.011","","","Data Gap"
"Aquatic_Life","Inorganics","Cyanide","mg/l","Free Available",0,"","","","","","","","","","","","0.005","","","Data Gap"
"Aquatic_Life","Inorganics","Nitrite_N","mg/l as N","Dissolved",0,"","","","","","","","","","","","0.05","","","Data Gap"
"Aquatic_Life","Inorganics","Sulfide_H2S","mg/l","",0,"","","","","","","","","","","","0.002","","","Data Gap"
